"No.","Time","Source","Destination","Protocol","Length","Info"
"20926","311.320212","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20927","311.320212","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20928","311.320212","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20929","311.320212","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20930","311.320212","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20931","311.320212","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20932","311.320212","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20933","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20934","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20935","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20936","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20937","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20938","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20939","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20940","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20941","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20942","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20943","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20944","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20945","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20946","311.320572","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20947","311.334859","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20948","311.334859","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20949","311.334859","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20950","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20951","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20952","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20953","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20954","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20955","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20956","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20957","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20958","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20959","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20960","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20961","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20962","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20963","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20964","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20965","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20966","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20967","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20968","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20969","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20970","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20971","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20972","311.335226","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20973","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20974","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20975","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20976","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20977","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20978","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20979","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20980","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20981","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20982","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20983","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20984","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20985","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20986","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20987","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20988","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20989","311.335658","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20990","311.381033","192.168.1.7","36.92.238.140","QUIC","76","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"20991","311.395177","192.168.1.7","36.92.238.140","QUIC","76","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"20992","311.397770","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20993","311.397770","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20994","311.397770","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"20995","311.405829","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"20996","311.408357","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"20997","311.408937","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"20998","311.409427","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"20999","311.409900","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21000","311.411234","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21001","311.411809","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21002","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21003","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21004","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21005","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21006","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21007","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21008","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21009","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21010","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21011","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21012","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21013","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21014","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21015","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21016","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21017","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21018","311.412647","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21019","311.420589","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21020","311.421238","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21021","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21022","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21023","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21024","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21025","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21026","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21027","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21028","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21029","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21030","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21031","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21032","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21033","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21034","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21035","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21036","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21037","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21038","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21039","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21040","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21041","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21042","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21043","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21044","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21045","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21046","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21047","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21048","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21049","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21050","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21051","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21052","311.428553","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21053","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21054","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21055","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21056","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21057","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21058","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21059","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21060","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21061","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21062","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21063","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21064","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21065","311.429138","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21066","311.430657","192.168.1.7","36.92.238.140","QUIC","81","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21067","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21068","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21069","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21070","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21071","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21072","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21073","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21074","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21075","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21076","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21077","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21078","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21079","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21080","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21081","311.443421","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21082","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21083","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21084","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21085","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21086","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21087","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21088","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21089","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21090","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21091","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21092","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21093","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21094","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21095","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21096","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21097","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21098","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21099","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21100","311.443838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21101","311.585622","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21102","311.611899","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21103","311.612508","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21104","311.612988","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21105","311.618987","192.168.1.7","36.92.238.140","QUIC","81","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21106","311.624671","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21107","311.625311","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21108","311.625829","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21109","311.628315","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21110","311.628904","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21111","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21112","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21113","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21114","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21115","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21116","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21117","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21118","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21119","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21120","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21121","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21122","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21123","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21124","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21125","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21126","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21127","311.629564","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21128","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21129","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21130","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21131","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21132","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21133","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21134","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21135","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21136","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21137","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21138","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21139","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21140","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21141","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21142","311.629985","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21143","311.631532","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21144","311.633793","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21145","311.634071","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21146","311.634294","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21147","311.634294","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21148","311.634294","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21149","311.634294","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21150","311.634294","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21151","311.634294","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21152","311.634294","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21153","311.634294","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21154","311.634631","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21155","311.636101","192.168.1.7","36.92.238.140","QUIC","76","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21156","311.637028","192.168.1.7","36.92.238.140","QUIC","76","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21157","311.642167","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21158","311.642167","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21159","311.642167","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21160","311.642167","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21161","311.642167","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21162","311.642167","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21163","311.642167","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21164","311.642461","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21165","311.644868","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21166","311.644868","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21167","311.644868","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21168","311.644868","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21169","311.656778","192.168.1.7","36.92.238.140","QUIC","76","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21170","311.657629","192.168.1.7","36.92.238.140","QUIC","76","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21171","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21172","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21173","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21174","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21175","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21176","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21177","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21178","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21179","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21180","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21181","311.659581","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21182","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21183","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21184","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21185","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21186","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21187","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21188","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21189","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21190","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21191","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21192","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21193","311.659909","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21194","311.660687","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=9f5fb8c6a8ad6510"
"21195","311.662516","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21196","311.662516","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21197","311.662696","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21198","311.662696","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21199","311.662696","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21200","311.664283","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21201","311.664283","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21202","311.664452","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21203","311.674535","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21204","311.674535","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21205","311.674535","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21206","311.674535","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21207","311.674535","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21208","311.674535","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21209","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21210","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21211","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21212","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21213","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21214","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21215","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21216","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"21217","311.675001","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
