"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.7","192.168.1.1","DNS","91","Standard query 0x5972 A browser.pipe.aria.microsoft.com"
"2","0.016803","192.168.1.1","192.168.1.7","DNS","216","Standard query response 0x5972 A browser.pipe.aria.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdweu03.westeurope.cloudapp.azure.com A 13.69.109.131"
"3","0.018462","192.168.1.7","13.69.109.131","TCP","66","53663  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"4","0.212992","13.69.109.131","192.168.1.7","TCP","66","443  >  53663 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
"5","0.213162","192.168.1.7","13.69.109.131","TCP","54","53663  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"6","0.214787","192.168.1.7","13.69.109.131","TLSv1.2","571","Client Hello"
"7","0.279681","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"8","0.279770","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"9","0.375027","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"10","0.375027","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"11","0.380597","192.168.1.2","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"12","0.380597","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"13","0.381490","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"14","0.381490","192.168.1.2","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"15","0.381946","fe80::ccbc:b8e4:5903:4178","ff02::1:3","LLMNR","95","Standard query 0xd17f ANY DESKTOP-CHT08BN"
"16","0.382811","192.168.1.2","224.0.0.252","LLMNR","75","Standard query 0xd17f ANY DESKTOP-CHT08BN"
"17","0.384043","192.168.1.2","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"18","0.385520","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"19","0.390196","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"20","0.390196","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"21","0.412783","13.69.109.131","192.168.1.7","TCP","1454","443  >  53663 [ACK] Seq=1 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]"
"22","0.412783","13.69.109.131","192.168.1.7","TCP","1454","443  >  53663 [ACK] Seq=1401 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]"
"23","0.412783","13.69.109.131","192.168.1.7","TCP","1454","443  >  53663 [ACK] Seq=2801 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]"
"24","0.412783","13.69.109.131","192.168.1.7","TCP","1454","443  >  53663 [ACK] Seq=4201 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]"
"25","0.412783","13.69.109.131","192.168.1.7","TLSv1.2","678","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"26","0.412940","192.168.1.7","13.69.109.131","TCP","54","53663  >  443 [ACK] Seq=518 Ack=6225 Win=65792 Len=0"
"27","0.482838","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"28","0.482838","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"29","0.482838","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"30","0.482838","192.168.1.2","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"31","0.482838","192.168.1.2","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"32","0.493533","192.168.1.7","13.69.109.131","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"33","0.497576","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"34","0.497576","fe80::ccbc:b8e4:5903:4178","ff02::1:3","LLMNR","95","Standard query 0x3389 ANY DESKTOP-CHT08BN"
"35","0.497576","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"36","0.497576","192.168.1.2","224.0.0.252","LLMNR","75","Standard query 0x3389 ANY DESKTOP-CHT08BN"
"37","0.497576","192.168.1.2","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"38","0.497576","192.168.1.2","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"39","0.497576","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"40","0.497576","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"41","0.498747","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"42","0.583103","192.168.1.2","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"43","0.583400","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"44","0.583400","192.168.1.2","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"45","0.698089","13.69.109.131","192.168.1.7","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"46","0.698089","52.149.21.60","192.168.1.7","TLSv1.2","415","Application Data"
"47","0.716270","192.168.1.7","13.69.109.131","TLSv1.2","869","Application Data"
"48","0.716568","192.168.1.7","13.69.109.131","TCP","1454","53663  >  443 [ACK] Seq=1491 Ack=6276 Win=65536 Len=1400 [TCP segment of a reassembled PDU]"
"49","0.716568","192.168.1.7","13.69.109.131","TLSv1.2","1423","Application Data"
"50","0.739491","192.168.1.7","52.149.21.60","TCP","1454","53959  >  443 [ACK] Seq=1 Ack=362 Win=254 Len=1400 [TCP segment of a reassembled PDU]"
"51","0.739491","192.168.1.7","52.149.21.60","TLSv1.2","1438","Application Data"
"52","0.916736","13.69.109.131","192.168.1.7","TCP","56","443  >  53663 [ACK] Seq=6276 Ack=2891 Win=524800 Len=0"
"53","0.934472","13.69.109.131","192.168.1.7","TLSv1.2","481","Application Data"
"54","0.940746","52.149.21.60","192.168.1.7","TCP","56","443  >  53959 [ACK] Seq=362 Ack=2785 Win=2050 Len=0"
"55","0.977134","192.168.1.7","13.69.109.131","TCP","54","53663  >  443 [ACK] Seq=4260 Ack=6703 Win=65280 Len=0"
"56","1.604299","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"57","1.604387","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"58","1.709895","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"59","1.709895","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"60","1.822447","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"61","1.822447","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"62","1.822447","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"63","1.822447","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"64","1.913174","192.168.1.2","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"65","1.913174","192.168.1.2","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"66","1.927969","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"67","1.927969","fe80::ccbc:b8e4:5903:4178","ff02::1:3","LLMNR","95","Standard query 0x5757 ANY DESKTOP-CHT08BN"
"68","1.927969","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"69","1.927969","192.168.1.2","224.0.0.252","LLMNR","75","Standard query 0x5757 ANY DESKTOP-CHT08BN"
"70","1.927969","192.168.1.2","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"71","1.927969","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-CHT08BN.local, ""QM"" question"
"72","1.927969","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"73","1.927969","192.168.1.2","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::ccbc:b8e4:5903:4178 A 192.168.1.2"
"74","2.023037","192.168.1.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"75","2.023037","fe80::ccbc:b8e4:5903:4178","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"76","2.959452","192.168.1.7","20.197.71.89","TLSv1.2","98","Application Data"
"77","3.007136","20.197.71.89","192.168.1.7","TLSv1.2","229","Application Data"
"78","3.112701","192.168.1.7","170.114.14.69","TLSv1.2","89","Application Data"
"79","3.147051","192.168.1.7","20.197.71.89","TCP","54","64580  >  443 [ACK] Seq=45 Ack=176 Win=257 Len=0"
"80","3.380896","170.114.14.69","192.168.1.7","TLSv1.2","85","Application Data"
"81","3.441650","192.168.1.7","170.114.14.69","TCP","54","56032  >  443 [ACK] Seq=36 Ack=32 Win=256 Len=0"
"82","3.549752","192.168.1.2","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"83","3.956837","192.168.1.7","192.168.1.1","DNS","74","Standard query 0x8cf7 A login.live.com"
"84","3.964126","192.168.1.1","192.168.1.7","DNS","354","Standard query response 0x8cf7 A login.live.com CNAME login.msa.msidentity.com CNAME www.tm.lg.prod.aadmsa.trafficmanager.net CNAME prda.aadg.msidentity.com CNAME www.tm.a.prd.aadg.akadns.net A 40.126.35.80 A 20.190.163.18 A 20.190.163.19 A 40.126.35.151 A 40.126.35.129 A 20.190.163.21 A 40.126.35.86 A 40.126.35.144"
"85","4.064912","192.168.1.2","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"86","4.064912","192.168.1.2","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"87","4.064912","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"88","4.064912","fe80::ccbc:b8e4:5903:4178","ff02::1:3","LLMNR","84","Standard query 0xc8eb A wpad"
"89","4.079438","192.168.1.2","224.0.0.252","LLMNR","64","Standard query 0xc8eb A wpad"
"90","4.079438","192.168.1.2","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"91","4.079438","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"92","4.090756","192.168.1.7","40.126.35.80","TCP","66","53664  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"93","4.131408","40.126.35.80","192.168.1.7","TCP","66","443  >  53664 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
"94","4.131610","192.168.1.7","40.126.35.80","TCP","54","53664  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"95","4.140883","192.168.1.7","40.126.35.80","TLSv1.2","253","Client Hello"
"96","4.185694","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=1 Ack=200 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"97","4.185694","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=1401 Ack=200 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"98","4.185694","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=2801 Ack=200 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"99","4.185694","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=4201 Ack=200 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"100","4.185694","40.126.35.80","192.168.1.7","TLSv1.2","913","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"101","4.185868","192.168.1.7","40.126.35.80","TCP","54","53664  >  443 [ACK] Seq=200 Ack=6460 Win=65792 Len=0"
"102","4.351057","192.168.1.7","40.126.35.80","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"103","4.395910","40.126.35.80","192.168.1.7","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"104","4.401555","192.168.1.7","40.126.35.80","TLSv1.2","531","Application Data"
"105","4.406667","192.168.1.7","40.126.35.80","TCP","1454","53664  >  443 [ACK] Seq=835 Ack=6511 Win=65536 Len=1400 [TCP segment of a reassembled PDU]"
"106","4.406667","192.168.1.7","40.126.35.80","TCP","1454","53664  >  443 [ACK] Seq=2235 Ack=6511 Win=65536 Len=1400 [TCP segment of a reassembled PDU]"
"107","4.406667","192.168.1.7","40.126.35.80","TCP","1454","53664  >  443 [ACK] Seq=3635 Ack=6511 Win=65536 Len=1400 [TCP segment of a reassembled PDU]"
"108","4.406667","192.168.1.7","40.126.35.80","TCP","1454","53664  >  443 [ACK] Seq=5035 Ack=6511 Win=65536 Len=1400 [TCP segment of a reassembled PDU]"
"109","4.406667","192.168.1.7","40.126.35.80","TLSv1.2","1207","Application Data"
"110","4.448120","40.126.35.80","192.168.1.7","TCP","56","443  >  53664 [ACK] Seq=6511 Ack=2235 Win=16776192 Len=0"
"111","4.448490","40.126.35.80","192.168.1.7","TCP","56","443  >  53664 [ACK] Seq=6511 Ack=5035 Win=16776192 Len=0"
"112","4.450673","192.168.1.7","13.69.109.131","TCP","54","53663  >  443 [FIN, ACK] Seq=4260 Ack=6703 Win=65280 Len=0"
"113","4.451871","40.126.35.80","192.168.1.7","TCP","56","443  >  53664 [ACK] Seq=6511 Ack=7588 Win=16776192 Len=0"
"114","4.481875","fe80::ccbc:b8e4:5903:4178","ff02::1:3","LLMNR","84","Standard query 0xc8eb A wpad"
"115","4.481875","192.168.1.2","224.0.0.252","LLMNR","64","Standard query 0xc8eb A wpad"
"116","4.654605","13.69.109.131","192.168.1.7","TCP","54","443  >  53663 [FIN, ACK] Seq=6703 Ack=4261 Win=523520 Len=0"
"117","4.654711","192.168.1.7","13.69.109.131","TCP","54","53663  >  443 [ACK] Seq=4261 Ack=6704 Win=65280 Len=0"
"118","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=6511 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"119","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=7911 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"120","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=9311 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"121","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=10711 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"122","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=12111 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"123","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=13511 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"124","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=14911 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"125","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=16311 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"126","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=17711 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"127","4.669424","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=19111 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"128","4.669623","192.168.1.7","40.126.35.80","TCP","54","53664  >  443 [ACK] Seq=7588 Ack=20511 Win=65792 Len=0"
"129","4.670834","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=20511 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"130","4.670834","40.126.35.80","192.168.1.7","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"131","4.670834","40.126.35.80","192.168.1.7","TCP","1454","443  >  53664 [ACK] Seq=23311 Ack=7588 Win=16776192 Len=1400 [TCP segment of a reassembled PDU]"
"132","4.670834","40.126.35.80","192.168.1.7","TLSv1.2","180","Application Data"
"133","4.670970","192.168.1.7","40.126.35.80","TCP","54","53664  >  443 [ACK] Seq=7588 Ack=24838 Win=65792 Len=0"
"134","4.683915","192.168.1.7","40.126.35.80","TLSv1.2","85","Encrypted Alert"
"135","4.684991","192.168.1.7","40.126.35.80","TCP","54","53664  >  443 [FIN, ACK] Seq=7619 Ack=24838 Win=65792 Len=0"
"136","4.727183","40.126.35.80","192.168.1.7","TCP","54","443  >  53664 [ACK] Seq=24838 Ack=7620 Win=16775936 Len=0"
"137","4.801817","192.168.1.2","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"138","5.019047","Fiberhom_a6:05:a8","CyberTAN_1a:96:eb","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"139","5.019086","CyberTAN_1a:96:eb","Fiberhom_a6:05:a8","ARP","42","192.168.1.7 is at b0:fc:36:1a:96:eb"
"140","5.084526","192.168.1.2","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"141","5.085812","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"142","5.088450","192.168.1.2","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"143","5.088450","fe80::ccbc:b8e4:5903:4178","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"144","5.495527","192.168.1.2","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"145","6.114437","Fiberhom_a6:05:a8","Broadcast","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"146","6.215277","Fiberhom_a6:05:a8","Broadcast","ARP","60","Who has 192.168.1.7? Tell 192.168.1.1"
"147","6.215317","CyberTAN_1a:96:eb","Fiberhom_a6:05:a8","ARP","42","192.168.1.7 is at b0:fc:36:1a:96:eb"
"148","6.314369","Fiberhom_a6:05:a8","Broadcast","ARP","60","Who has 192.168.1.4? Tell 192.168.1.1"
"149","6.512052","192.168.1.2","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"150","8.120635","192.168.1.7","204.79.197.219","TCP","66","53665  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"151","8.140329","204.79.197.219","192.168.1.7","TCP","66","443  >  53665 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
"152","8.140496","192.168.1.7","204.79.197.219","TCP","54","53665  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"153","8.141655","192.168.1.7","204.79.197.219","TLSv1.2","571","Client Hello"
"154","8.165419","204.79.197.219","192.168.1.7","TCP","54","443  >  53665 [ACK] Seq=1 Ack=518 Win=4193792 Len=0"
"155","8.165419","204.79.197.219","192.168.1.7","TCP","1454","443  >  53665 [ACK] Seq=1 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"156","8.165419","204.79.197.219","192.168.1.7","TCP","1454","443  >  53665 [ACK] Seq=1401 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"157","8.165419","204.79.197.219","192.168.1.7","TCP","1454","443  >  53665 [ACK] Seq=2801 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"158","8.165419","204.79.197.219","192.168.1.7","TCP","1454","443  >  53665 [ACK] Seq=4201 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"159","8.165419","204.79.197.219","192.168.1.7","TLSv1.2","139","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"160","8.165564","192.168.1.7","204.79.197.219","TCP","54","53665  >  443 [ACK] Seq=518 Ack=5686 Win=65792 Len=0"
"161","8.192494","192.168.1.7","204.79.197.219","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"162","8.193771","192.168.1.7","204.79.197.219","TLSv1.2","153","Application Data"
"163","8.194697","192.168.1.7","204.79.197.219","TCP","1454","53665  >  443 [ACK] Seq=775 Ack=5686 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"164","8.194697","192.168.1.7","204.79.197.219","TLSv1.2","779","Application Data"
"165","8.194961","192.168.1.7","204.79.197.219","TCP","1454","53665  >  443 [ACK] Seq=2900 Ack=5686 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"166","8.194961","192.168.1.7","204.79.197.219","TLSv1.2","435","Application Data"
"167","8.210030","204.79.197.219","192.168.1.7","TCP","56","443  >  53665 [ACK] Seq=5686 Ack=676 Win=4193536 Len=0"
"168","8.210030","204.79.197.219","192.168.1.7","TCP","56","443  >  53665 [ACK] Seq=5686 Ack=775 Win=4193536 Len=0"
"169","8.210030","204.79.197.219","192.168.1.7","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"170","8.210030","204.79.197.219","192.168.1.7","TLSv1.2","123","Application Data"
"171","8.210030","204.79.197.219","192.168.1.7","TLSv1.2","92","Application Data"
"172","8.210171","192.168.1.7","204.79.197.219","TCP","54","53665  >  443 [ACK] Seq=4681 Ack=6135 Win=65280 Len=0"
"173","8.210647","192.168.1.7","204.79.197.219","TLSv1.2","92","Application Data"
"174","8.212531","204.79.197.219","192.168.1.7","TCP","56","443  >  53665 [ACK] Seq=6135 Ack=2900 Win=4193536 Len=0"
"175","8.212531","204.79.197.219","192.168.1.7","TCP","56","443  >  53665 [ACK] Seq=6135 Ack=4300 Win=4194304 Len=0"
"176","8.213709","204.79.197.219","192.168.1.7","TCP","56","443  >  53665 [ACK] Seq=6135 Ack=4681 Win=4193792 Len=0"
"177","8.227577","204.79.197.219","192.168.1.7","TCP","56","443  >  53665 [ACK] Seq=6135 Ack=4719 Win=4193792 Len=0"
"178","8.261129","Fiberhom_a6:05:a8","Broadcast","ARP","60","Who has 192.168.1.4? Tell 192.168.1.1"
"179","8.261258","204.79.197.219","192.168.1.7","TCP","1454","443  >  53665 [ACK] Seq=6135 Ack=4719 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"180","8.261258","204.79.197.219","192.168.1.7","TLSv1.2","579","Application Data"
"181","8.261258","204.79.197.219","192.168.1.7","TLSv1.2","92","Application Data"
"182","8.261377","192.168.1.7","204.79.197.219","TCP","54","53665  >  443 [ACK] Seq=4719 Ack=8098 Win=65792 Len=0"
"183","8.851211","192.168.1.7","192.168.1.1","DNS","72","Standard query 0x0de1 A www.bing.com"
"184","8.859485","192.168.1.1","192.168.1.7","DNS","220","Standard query response 0x0de1 A www.bing.com CNAME a-0001.a-afdentry.net.trafficmanager.net CNAME www-bing-com.dual-a-0001.a-msedge.net CNAME dual-a-0001.a-msedge.net A 204.79.197.200 A 13.107.21.200"
"185","8.861720","192.168.1.7","204.79.197.200","TCP","66","53666  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"186","8.890901","204.79.197.200","192.168.1.7","TCP","66","443  >  53666 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
"187","8.891063","192.168.1.7","204.79.197.200","TCP","54","53666  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"188","8.892918","192.168.1.7","204.79.197.200","TLSv1.2","571","Client Hello"
"189","8.921748","204.79.197.200","192.168.1.7","TCP","54","443  >  53666 [ACK] Seq=1 Ack=518 Win=4193792 Len=0"
"190","8.921748","204.79.197.200","192.168.1.7","TCP","1454","443  >  53666 [ACK] Seq=1 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"191","8.921910","204.79.197.200","192.168.1.7","TCP","1454","443  >  53666 [ACK] Seq=1401 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"192","8.921910","204.79.197.200","192.168.1.7","TCP","1454","443  >  53666 [ACK] Seq=2801 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"193","8.921910","204.79.197.200","192.168.1.7","TCP","1454","443  >  53666 [ACK] Seq=4201 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"194","8.921910","204.79.197.200","192.168.1.7","TCP","1454","443  >  53666 [ACK] Seq=5601 Ack=518 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"195","8.921910","204.79.197.200","192.168.1.7","TLSv1.2","89","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"196","8.921979","192.168.1.7","204.79.197.200","TCP","54","53666  >  443 [ACK] Seq=518 Ack=7036 Win=65792 Len=0"
"197","8.946890","192.168.1.7","204.79.197.200","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"198","8.947788","192.168.1.7","204.79.197.200","TLSv1.2","153","Application Data"
"199","8.948521","192.168.1.7","204.79.197.200","TCP","1454","53666  >  443 [ACK] Seq=775 Ack=7036 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"200","8.948521","192.168.1.7","204.79.197.200","TLSv1.2","378","Application Data"
"201","8.983467","204.79.197.200","192.168.1.7","TCP","56","443  >  53666 [ACK] Seq=7036 Ack=676 Win=4193536 Len=0"
"202","8.983467","204.79.197.200","192.168.1.7","TCP","56","443  >  53666 [ACK] Seq=7036 Ack=775 Win=4193536 Len=0"
"203","8.983467","204.79.197.200","192.168.1.7","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"204","8.983467","204.79.197.200","192.168.1.7","TLSv1.2","123","Application Data"
